CarParkID,Area,Development,Location,AvailableLots,LotType,Agency
H3DL,,"BLK 998A TO 998B,999A TO 999B BUANGKOK CRESCENT",1.3850735040029651 103.88012819207712,1,C,HDB
H87L,,BLK 950 TO 976 HOUGANG AVENUE 9 /STREET 91,1.3784968024343083 103.87859616392005,480,C,HDB
H93L,,"BLK 978C TO 981D, 982, 987A TO 988C BUANGKOK CRESCENT/GREEN",1.3798003264172458 103.88071730074293,0,H,HDB
H93L,,"BLK 978C TO 981D, 982, 987A TO 988C BUANGKOK CRESCENT/GREEN",1.3798003264172458 103.88071730074293,8,C,HDB
H93L,,"BLK 978C TO 981D, 982, 987A TO 988C BUANGKOK CRESCENT/GREEN",1.3798003264172458 103.88071730074293,3,Y,HDB
HE12,,BLK 78/81 REDHILL LANE,1.2882100231309097 103.81865062406243,101,C,HDB
HE17,,BLK 93/96 HENDERSON ROAD,1.2864230609871063 103.82038883426806,119,C,HDB
HE19,,BLK 101 ALEXANDRA CRESCENT,1.2905406190998197 103.82098507674472,9,C,HDB
HE19,,BLK 101 ALEXANDRA CRESCENT,1.2905406190998197 103.82098507674472,12,Y,HDB
HE19,,BLK 101 ALEXANDRA CRESCENT,1.2905406190998197 103.82098507674472,0,H,HDB
HE24,,BLK 116 BUKIT MERAH VIEW,1.2846680932582442 103.8209853332307,2,Y,HDB
HE24,,BLK 116 BUKIT MERAH VIEW,1.2846680932582442 103.8209853332307,20,C,HDB
HE24,,BLK 116 BUKIT MERAH VIEW,1.2846680932582442 103.8209853332307,0,H,HDB
HG10,,BLK 101-108 HOUGANG AVENUE 1,1.3545477132831292 103.89048363915808,112,C,HDB
HG11,,BLK 301-319 HOUGANG AVENUE 5,1.3659590849540115 103.89498042855257,348,C,HDB
HG12,,BLK 320-324 HOUGANG AVENUE 5,1.366695127476991 103.89816102898011,66,C,HDB
HG13,,BLK 325/326 HOUGANG AVENUE 7,1.3678351863504123 103.89856384493027,102,C,HDB
HG14,,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",1.3691978333016048 103.89642766021069,702,C,HDB
HG15,,BLK 208-210 HOUGANG STREET 21,1.3589608383561318 103.88671216776504,0,C,HDB
HG16,,BLK 211-212 HOUGANG STREET 21,1.3597264508499434 103.88809151066722,23,C,HDB
HG17,,BLK 231/233/235/237 HOUGANG STREET 21,1.357675484866897 103.88795773278966,63,C,HDB
HG18,,BLK 230/232/234/236/238 HOUGANG AVENUE 1,1.3580562825177311 103.88895037055661,68,C,HDB
HG19,,BLK 138-145 LORONG AH SOO,1.352845382770253 103.88380228416186,229,C,HDB
HG1A,,BLK 470 UPPER SERANGOON CRESCENT,1.3786638473616821 103.90178514726801,233,C,HDB
HG1B,,BLK 475 UPPER SERANGOON CRESCENT,1.3757208427109677 103.90068924136037,291,C,HDB
HG1C,,BLK 476 UPPER SERANGOON VIEW,1.3778673667651196 103.90386188508532,202,C,HDB
HG1D,,BLK 376 HOUGANG STREET 32,1.3637433814777955 103.89411326609522,89,C,HDB
HG1E,,BLK 377 HOUGANG STREET 32,1.3626513259921624 103.89471557255528,75,C,HDB
HG1F,,BLK 229 HOUGANG STREET 21,1.3581131891252574 103.88710544504482,434,C,HDB
HG20,,BLK 128-137 LORONG AH SOO,1.3502835072687775 103.88642747853756,223,C,HDB
HG22,,BLK 154-157 HOUGANG STREET 11,1.3524734570517838 103.88043241313858,15,C,HDB
HG23,,BLK 239-246 HOUGANG STREET 22,1.3575125780185457 103.8915463340907,94,C,HDB
HG24,,BLK 247-254 HOUGANG AVENUE 3,1.3597981073535221 103.89169169862829,89,C,HDB
HG29,,BLK 351-357 HOUGANG AVENUE 7,1.372342271162658 103.89908052009059,76,C,HDB
HG2A,,BLK 473 UPPER SERANGOON CRESCENT,1.3763723182281815 103.90072077615488,163,C,HDB
HG2B,,BLK 933 HOUGANG AVENUE 9,1.3755299072460843 103.88245583850794,0,Y,HDB
HG2B,,BLK 933 HOUGANG AVENUE 9,1.3755299072460843 103.88245583850794,0,H,HDB
HG2B,,BLK 933 HOUGANG AVENUE 9,1.3755299072460843 103.88245583850794,281,C,HDB
HG2C,,BLK 364 / 365 UPPER SERANGOON RD,1.3701078116998455 103.89722756129153,293,C,HDB
HG2D,,"BLK 581,582 AND 582A BUANGKOK GREEN",1.3794071424606422 103.88718176076175,5,C,HDB
HG30,,BLK 464-468 HOUGANG AVENUE 10,1.3732591319360532 103.89696590280228,274,C,HDB
HG31,,BLK 414-416 HOUGANG AVENUE 10,1.3754154819771502 103.89650246570731,25,C,HDB
HG32,,BLK 601-608 HOUGANG AVENUE 4,1.3713790583203207 103.88606016836827,99,C,HDB
HG33,,BLK 609-621 HOUGANG AVENUE 8,1.3695677717108514 103.88437512420187,22,Y,HDB
HG33,,BLK 609-621 HOUGANG AVENUE 8,1.3695677717108514 103.88437512420187,0,H,HDB
HG33,,BLK 609-621 HOUGANG AVENUE 8,1.3695677717108514 103.88437512420187,67,C,HDB
HG34,,BLK 622-632 HOUGANG AVENUE 8,1.3699424715319564 103.88150314764626,34,C,HDB
HG35,,"BLK 701-702,707-710 HOUGANG AVENUE 2",1.366489722649735 103.88896369112098,116,C,HDB
HG36,,"BLK 703-706,711-712 HOUGANG AVENUE 2",1.3661185477866071 103.88760385900316,65,C,HDB
HG37,,BLKS 501-507 HOUGANG AVENUE 8,1.3730086329035964 103.88737066764337,94,C,HDB
HG38,,"BLK 508-517,520-533 HOUGANG AVENUE 10",1.3733933668800566 103.89029465324667,472,C,HDB
HG39,,HOUGANG SPORTS COMPLEX,1.3699433998653783 103.88596778014379,169,C,HDB
HG3B,,BLK 991 BUANGKOK LINK,1.384299743498593 103.88162446141358,275,C,HDB
HG3D,,BLK 998 BUANGKOK CRESCENT,1.3842111161218604 103.87967359393377,105,C,HDB
HG3E,,BLK 993 BUANGKOK LINK,1.3851206887543774 103.88365807896567,156,C,HDB
HG3L,,"BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK",1.386209650041027 103.88160329098638,302,C,HDB
HG41,,BLK 633-642 & 647-648 HOUGANG AVENUE 8,1.3712761199948529 103.87935014972363,148,C,HDB
HG42,,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,1.3741610364973036 103.88341793993874,127,C,HDB
HG43,,BLK 668-680 HOUGANG AVENUE 8,1.3721131172344714 103.88430415056776,210,C,HDB
HG44,,BLK 681-684 HOUGANG AVENUE 4/8,1.3736487904207144 103.88632970593208,40,C,HDB
HG45,,BLK 685-691 HOUGANG STREET 61,1.37590382706358 103.88612996620327,208,C,HDB
HG46,,BLK 692-698 HOUGANG STREET 61,1.375857847692455 103.88696296949907,76,C,HDB
HG47,,BLK 805 HOUGANG CENTRAL,1.3711840890731262 103.89396218073216,305,C,HDB
HG48,,BLK 417-434 HOUGANG AVENUE 6/8/10,1.375425170053223 103.8940936947608,328,C,HDB
HG49,,BLK 435-458 HOUGANG AVENUE 6/8,1.3787933433949022 103.89475931637924,221,C,HDB
HG50,,BLK 534-545 HOUGANG AVENUE 8,1.377331836038488 103.89133366740691,133,C,HDB
HG51,,BLK 546-555 HOUGANG STREET 51,1.3786510483937768 103.89011314127211,16,C,HDB
HG52,,BLK 556-566 HOUGANG STREET 51,1.3802826295742188 103.88975560147773,3,C,HDB
HG53,,BLK 830A HOUGANG CENTRAL,1.3708718261469064 103.89070311870609,19,C,HDB
HG54,,BLK 220-222 HOUGANG STREET 21,1.356644353960634 103.88435474309776,97,C,HDB
HG55,,BLK 814 HOUGANG AVENUE 10,1.372683430157789 103.8932122037867,72,C,HDB
HG56,,BLK 830-835 HOUGANG CENTRAL,1.3712032514403727 103.89012226012072,0,C,HDB
HG60,,BLK 548A HOUGANG STREET 51,1.3790043779335248 103.89119380269588,258,C,HDB
HG61,,BLK 559A HOUGANG STREET 51,1.379654027823303 103.88915444541888,165,C,HDB
HG62,,BLK 566A HOUGANG STREET 51,1.380826996193698 103.888559587993,240,C,HDB
HG64,,BLK 682-684 HOUGANG STREET 61,1.3743412525997174 103.88629764128511,31,C,HDB
HG67,,"BLK 401-413, 460-463 HOUGANG AVENUE 10",1.3742926629412444 103.89581761240312,223,C,HDB
HG68,,BLK 838A HOUGANG CENTRAL,1.3699244511633928 103.89183951666409,138,C,HDB
HG69,,BLK 850A HOUGANG CENTRAL,1.3699807423800983 103.89296976984944,63,C,HDB
HG70,,BLK 567A HOUGANG STREET 51,1.378973567113062 103.8885084119302,188,C,HDB
HG71,,BLK 574A HOUGANG STREET 51,1.377702696259734 103.88637393238082,319,C,HDB
HG73,,BLK 909A HOUGANG STREET 91,1.3783044546026775 103.88355145011197,817,C,HDB
HG74,,BLK 166A HOUGANG AVENUE 1,1.3508201907473 103.88807050800908,168,C,HDB
HG75,,BLK 172A HOUGANG AVENUE 1,1.350591594259686 103.88899792755917,615,C,HDB
HG76,,BLK 159A HOUGANG STREET 11,1.351758084667387 103.87947399435038,152,C,HDB
HG77,,BLK 919A HOUGANG AVENUE 4,1.3754541941691312 103.88424412307087,255,C,HDB
HG77,,BLK 919A HOUGANG AVENUE 4,1.3754541941691312 103.88424412307087,0,H,HDB
HG77,,BLK 919A HOUGANG AVENUE 4,1.3754541941691312 103.88424412307087,64,Y,HDB
HG78,,BLK 925A HOUGANG STREET 91,1.376775646162955 103.8832659343981,64,Y,HDB
HG78,,BLK 925A HOUGANG STREET 91,1.376775646162955 103.8832659343981,371,C,HDB
HG78,,BLK 925A HOUGANG STREET 91,1.376775646162955 103.8832659343981,0,H,HDB
HG79,,BLK 931A HOUGANG STREET 91,1.3760480716906114 103.88049134257706,0,H,HDB
HG79,,BLK 931A HOUGANG STREET 91,1.3760480716906114 103.88049134257706,0,C,HDB
HG79,,BLK 931A HOUGANG STREET 91,1.3760480716906114 103.88049134257706,64,Y,HDB
HG80,,BLK 941A HOUGANG STREET 92,1.374190130866924 103.87906751297767,266,C,HDB
HG86,,BLK 946A HOUGANG STREET 92,1.3746614061213538 103.88052803909183,60,C,HDB
HG87,,BLK 955A HOUGANG AVENUE 9,1.3759209282448335 103.87786319567925,519,C,HDB
HG88,,BLK 699D HOUGANG STREET 52,1.3760428223740389 103.88858974438219,418,C,HDB
HG89,,BLK 435A HOUGANG AVENUE 8,1.377842390339531 103.89402902276248,297,C,HDB
HG90,,BLK 966A HOUGANG AVENUE 9,1.3778814205578434 103.87784351376949,460,C,HDB
HG91,,BLK 971A HOUGANG STREET 91,1.3780174959227514 103.88022012092755,435,C,HDB
HG92,,BLK 373A HOUGANG STREET 31,1.3622990615408528 103.89003179618818,803,C,HDB
HG93,,BLK 980 BUANGKOK CRESCENT,1.3799782131773732 103.88011750262258,0,H,HDB
HG93,,BLK 980 BUANGKOK CRESCENT,1.3799782131773732 103.88011750262258,122,Y,HDB
HG93,,BLK 980 BUANGKOK CRESCENT,1.3799782131773732 103.88011750262258,712,C,HDB
HG94,,BLK 984 BUANGKOK LINK,1.3815610022196665 103.88064778773825,604,C,HDB
HG95,,BLK 105 HOUGANG AVENUE 1,1.3539778672493998 103.89010018427132,147,C,HDB
HG96,,BLK 108 HOUGANG AVENUE 1,1.3526812522321945 103.88976906939108,26,C,HDB
HG97,,BLK 804 HOUGANG AVENUE 10,1.3712221378661662 103.89475741107442,37,C,HDB
HG98,,BLK 988 BUANGKOK GREEN,1.3799740662781894 103.87769855426527,179,C,HDB
HG98,,BLK 988 BUANGKOK GREEN,1.3799740662781894 103.87769855426527,70,Y,HDB
HG98,,BLK 988 BUANGKOK GREEN,1.3799740662781894 103.87769855426527,0,H,HDB
HG99,,BLK 174A-174D HOUGANG AVENUE 1,1.3494346990195611 103.88904792511563,78,C,HDB
HG9T,,BLK 206 HOUGANG STREET 21,1.3586483875882036 103.885238659407,111,C,HDB
J23M,,BLK 372A JURONG EAST STREET 32,1.3490191908804097 103.73213323917896,132,C,HDB
J49M,,560 JURONG WEST STREET 42,1.3537825819521787 103.71967598067627,234,C,HDB
J57L,,BLK 131 JURONG GATEWAY ROAD,1.3344675920678655 103.73985800111453,11,C,HDB
J60L,,BLK 505 JURONG WEST STREET 52,1.3497546145103132 103.71787227953168,2,C,HDB
J60M,,505A JURONG WEST STREET 52,1.3493549093233999 103.71790104604132,500,C,HDB
J62M,,BLK 901 JURONG WEST STREET 91,1.3398730275340638 103.68655537092356,156,C,HDB
J68M,,BLK 962A JURONG WEST STREET 91,1.3420559299899129 103.69192247618552,218,C,HDB
J74M,,BLK 712B JURONG WEST ST 71 JURONG WEST STREET 71,1.3428451202469602 103.69685387663061,27,C,HDB
J75M,,BLK 841A JURONG WEST STREET 81,1.3441944892135973 103.69311740148585,143,C,HDB
J76M,,BLK 832A JURONG WEST STREET 81,1.3443282799537317 103.69457112635666,236,C,HDB
J77M,,BLK 750A JURONG WEST STREET 73,1.347445423544703 103.69856061913084,333,C,HDB
J78M,,BLK 702A JURONG WEST STREET 71,1.3415658550213228 103.69512328117347,153,C,HDB
J79M,,BLK 821A JURONG WEST STREET 81,1.3465010835715725 103.69493880629845,220,C,HDB
J80M,,BLK 734A JURONG WEST STREET 73,1.345547343045095 103.70096949302332,194,C,HDB
J81M,,BLK 760A JURONG WEST STREET 74,1.3495914591029472 103.70017732486802,181,C,HDB
J82M,,BLK 844A JURONG WEST STREET 81,1.3458500076917261 103.69245010013923,240,C,HDB
J83M,,BLK 865A JURONG WEST STREET 81,1.3502206530479877 103.69506444233129,66,C,HDB
J84M,,BLK 854A JURONG WEST STREET 81,1.3477246831098721 103.69647855749304,144,C,HDB
J85M,,BLK 859A JURONG WEST STREET 81,1.3499771895796613 103.69623487505147,135,C,HDB
J86M,,BLK 764A JURONG WEST STREET 74,1.349962272368854 103.69909010573178,127,C,HDB
J88M,,BLK 692A JURONG WEST CENTRAL 1,1.3416792676984595 103.70720618934287,394,C,HDB
J89M,,BLK 691A JURONG WEST CENTRAL 1,1.3423753451275293 103.70590079148504,383,C,HDB
J98M,,BLK 647A JURONG WEST STREET 61,1.3397788017501135 103.69685697580209,337,C,HDB
J99M,,BLK 640A JURONG WEST STREET 61,1.339733302757348 103.69604297580926,354,C,HDB
JBM2,,BLK 113A JALAN BUKIT MERAH,1.2802444113174156 103.82527962420524,57,C,HDB
JCML,,BLK 2 JOO CHIAT ROAD,1.3151550769644678 103.89863457823594,0,C,HDB
JM10,,BLK 648 JURONG WEST STREET 61,1.3389486785469673 103.69728745900908,208,C,HDB
JM11,,BLK 686 JURONG WEST CENTRAL 1,1.3417967900205359 103.70414895637859,389,C,HDB
JM12,,BLK 624A JURONG WEST STREET 61,1.3411209710948067 103.69843639350874,276,C,HDB
JM13,,BLK 601A JURONG WEST STREET 62,1.3394709470588952 103.69974492611517,664,C,HDB
JM14,,BLK 635A JURONG WEST STREET 65,1.34240067442496 103.69876959218983,277,C,HDB
JM15,,BLK 617A JURONG WEST STREET 65,1.3408888288902832 103.70008243365513,363,C,HDB
JM16,,BLK 659 JURONG WEST STREET 65,1.3372155637183916 103.70212302793489,1019,C,HDB
JM17,,BLK 660 JURONG WEST STREET 64,1.3353138255131267 103.70408612809916,304,C,HDB
JM18,,BLK 629A JURONG WEST STREET 65,1.3429966285363377 103.69952925533717,269,C,HDB
JM19,,BLK 273 JURONG WEST AVENUE 3,1.351973692091481 103.70282114371186,701,C,HDB
JM20,,BLK 657 JURONG WEST STREET 65,1.3353770862667347 103.70095646554987,622,C,HDB
JM21,,BLK 651 JURONG WEST STREET 61,1.33707456676447 103.6971779267682,225,C,HDB
JM22,,BLK 674 JURONG WEST STREET 65,1.3447485420107859 103.70259174815801,536,C,HDB
JM24,,BLK 655 JURONG WEST STREET 61,1.3352874843654268 103.69805983031739,539,C,HDB
JM25,,BLK 673 JURONG WEST STREET 65,1.3443036800840256 103.70062818236659,635,C,HDB
JM26,,BLK 675 JURONG WEST STREET 64,1.3455725472487734 103.70313374298361,353,C,HDB
JM27,,BLK 676 JURONG WEST STREET 64,1.3463047674002677 103.70458446329314,352,C,HDB
JM28,,BLK 990 JURONG WEST STREET 93,1.3353272224712474 103.6956878160788,870,C,HDB
JM30,,BLK 271 JURONG WEST STREET 24,1.350499126389324 103.70388481388866,461,C,HDB
JM31,,BLK 638A JURONG WEST STREET 61,1.3420131073873303 103.69758237259096,118,C,HDB
JM32,,697 JURONG WEST CENTRAL 3,1.3415999343213076 103.7080808540421,262,C,HDB
JM33,,BLK 991 UPPER JURONG ROAD,1.3356806637141254 103.6924424677784,125,C,HDB
JM33,,BLK 991 UPPER JURONG ROAD,1.3356806637141254 103.6924424677784,0,S,HDB
JMB1,,BLK 117A JALAN MEMBINA,1.2819348922284548 103.82701754725308,336,C,HDB
JMB2,,BLK 18A JALAN MEMBINA,1.285135144277341 103.82679560007554,460,C,HDB
JMB3,,BLK 26 JALAN MEMBINA,1.2825962910738908 103.82559852808114,230,C,HDB
JRTM,,BLK 37A JALAN RUMAH TINGGI,1.2893587269740385 103.81032768986447,85,Y,HDB
JRTM,,BLK 37A JALAN RUMAH TINGGI,1.2893587269740385 103.81032768986447,0,H,HDB
JRTM,,BLK 37A JALAN RUMAH TINGGI,1.2893587269740385 103.81032768986447,408,C,HDB
JS1L,,BLK 692A JURONG WEST CENTRAL 3,1.341071366226281 103.70592229404834,2,C,HDB
JS33,,"BLK 991A/B, 992A/B, UPPER JURONG ROAD UPPER JURONG ROAD",1.33514924308316 103.69366304199727,2,C,HDB
JS3L,,BLK 624A JURONG WEST STREET 61,1.341667365471374 103.69860985167375,1984,C,HDB
JS4L,,BLK 337 TAH CHING ROAD,1.3376994723013067 103.72161840392616,6,C,HDB
JS5L,,BLK 647A JURONG WEST STREET 61,1.339224258524651 103.69699793968219,11,C,HDB
JSA1,,BLK 499 JURONG WEST STREET 41,1.348417851818098 103.72521288102081,26,C,HDB
JSR2,,BLK 686 JURONG WEST CENTRAL 1,1.3432796316759585 103.70492744066387,424,C,HDB
KAML,,BLK 335 KRETA AYER (LUB),1.282330162339596 103.84325763782816,3,C,HDB
KB10,,BLK 30 BENDEMEER ROAD,1.3189033039650095 103.86359255881811,111,C,HDB
KB11,,BLK 34 WHAMPOA WEST,1.3205826810870773 103.86372199579343,116,C,HDB
KB12,,BLK 22/24 SERANGOON ROAD,1.3191062001760527 103.86158664703449,85,C,HDB
KB14,,BLK 66/71 KALLANG BAHRU,1.320557705035711 103.87006187688047,39,C,HDB
KB17,,BLK 23 BENDEMEER ROAD,1.3176641202614536 103.8629101715149,30,C,HDB
KB18,,BLK 45-48 BENDEMEER ROAD,1.3227033008302558 103.8657335141689,29,C,HDB
KB20,,BLK 49A WHAMPOA SOUTH,1.323749477426642 103.866442594153,157,C,HDB
KBRM,,BLK 20 LORONG 3 GEYLANG,1.3137176964803607 103.87431638611535,80,C,HDB
KE3M,,BLK 145A BEDOK RESERVOIR ROAD,1.3340211416042183 103.91141006264947,187,C,HDB
KEM1,,BLK 671 KLANG LANE,1.3089166921990671 103.85251426170923,95,C,HDB
KJM1,,BLK 37A CAMBRIDGE ROAD,1.3160936666069096 103.84879589885314,143,C,HDB
KJM2,,BLK 14A FARRER PARK ROAD,1.3116793444524808 103.85204721150248,324,C,HDB
KJML,,BLK 14A FARRER PARK ROAD,1.312220882199151 103.85160643935204,0,C,HDB
KM6L,,BLK 90A & 90B JALAN SATU,1.3106250195057398 103.88784797793116,0,C,HDB
KPRM,,"BLK 2 KPRM, KEMPAS ROAD",1.3168249421907918 103.85997091449673,106,C,HDB
KTM2,,BLK 120B KIM TIAN PLACE,1.2834464796039384 103.82747616603865,0,H,HDB
KTM2,,BLK 120B KIM TIAN PLACE,1.2834464796039384 103.82747616603865,391,C,HDB
KTM2,,BLK 120B KIM TIAN PLACE,1.2834464796039384 103.82747616603865,15,Y,HDB
KTM3,,BLK 131A KIM TIAN ROAD,1.280639435491241 103.82864802888754,96,Y,HDB
KTM3,,BLK 131A KIM TIAN ROAD,1.280639435491241 103.82864802888754,359,C,HDB
KTM3,,BLK 131A KIM TIAN ROAD,1.280639435491241 103.82864802888754,0,H,HDB
KTM4,,BLK 119A KIM TIAN ROAD,1.2814814461411412 103.82729731282127,0,C,HDB
KTM4,,BLK 119A KIM TIAN ROAD,1.2814814461411412 103.82729731282127,0,H,HDB
KTM4,,BLK 119A KIM TIAN ROAD,1.2814814461411412 103.82729731282127,0,Y,HDB
KTM5,,BLK 126 KIM TIAN ROAD,1.2825290974353099 103.82946139003302,254,C,HDB
KTM5,,BLK 126 KIM TIAN ROAD,1.2825290974353099 103.82946139003302,133,Y,HDB
KTM5,,BLK 126 KIM TIAN ROAD,1.2825290974353099 103.82946139003302,0,H,HDB
KUM1,,BLK 355 UBI ROAD 3,1.3272180641174474 103.89909184212557,73,C,HDB
KUM2,,BLK 357 UBI ROAD 3,1.3290378028814116 103.8987482747796,160,C,HDB
MLM1,,BLK 161A MEI LING STREET,1.2920319699757186 103.8035301687304,0,H,HDB
MLM1,,BLK 161A MEI LING STREET,1.2920319699757186 103.8035301687304,104,C,HDB
MLM1,,BLK 161A MEI LING STREET,1.2920319699757186 103.8035301687304,100,Y,HDB
MM7L,,BLK 76A CIRCUIT ROAD,1.3252580064712562 103.88883552078173,2,C,HDB
MNHM,,BLK 140 MCNAIR ROAD,1.3171334066521299 103.85821540606622,557,C,HDB
MNRM,,BLK 108A MCNAIR ROAD,1.3205402150726542 103.85943053232886,191,C,HDB
MP12,,BLK 72 TO 76 MARINE DRIVE,1.3031546710942372 103.9075613222936,97,C,HDB
MP13,,BLK 78 & 79 MARINE DRIVE,1.30168637315552 103.9088509328871,208,C,HDB
MP14,,BLK 81/82 MARINE PARADE ROAD,1.3025451758056104 103.90695068730815,19,C,HDB
MP15,,BLK 83/87 MARINE PARADE ROAD,1.3026824721857853 103.90597861451585,3,C,HDB
MP16,,BLK 84 TO 86 MARINE PARADE ROAD,1.3018834338642307 103.90654207816134,0,C,HDB
MP17,,BLK 51 MARINE TERRACE,1.3066404173163357 103.91626772560734,2,Y,HDB
MP17,,BLK 51 MARINE TERRACE,1.3066404173163357 103.91626772560734,0,H,HDB
MP17,,BLK 51 MARINE TERRACE,1.3066404173163357 103.91626772560734,30,C,HDB
MP19,,BLK 89 MARINE PARADE CENTRAL,1.3012859111107302 103.9064002148621,477,C,HDB
MP1M,,BLK 65A MARINE DRIVE,1.3029669835975852 103.90991363196895,332,C,HDB
MP2M,,BLK 35A MARINE CRESCENT,1.3036365210354033 103.91287956925628,355,C,HDB
MP2M,,BLK 35A MARINE CRESCENT,1.3036365210354033 103.91287956925628,0,H,HDB
MP2M,,BLK 35A MARINE CRESCENT,1.3036365210354033 103.91287956925628,115,Y,HDB
MP3M,,BLK 12A MARINE TERRACE,1.304357295529709 103.91534081536754,64,Y,HDB
MP3M,,BLK 12A MARINE TERRACE,1.304357295529709 103.91534081536754,152,C,HDB
MP3M,,BLK 12A MARINE TERRACE,1.304357295529709 103.91534081536754,0,H,HDB
MP5M,,BLK 47A MARINE CRESCENT,1.3054480243940705 103.91247836691683,0,H,HDB
MP5M,,BLK 47A MARINE CRESCENT,1.3054480243940705 103.91247836691683,18,C,HDB
MP5M,,BLK 47A MARINE CRESCENT,1.3054480243940705 103.91247836691683,26,Y,HDB
MP5S,,BLK 45 MARINE CRESCENT,1.3046720374985448 103.91256924764117,7,C,HDB
MP5S,,BLK 45 MARINE CRESCENT,1.3046720374985448 103.91256924764117,0,H,HDB
MP5S,,BLK 45 MARINE CRESCENT,1.3046720374985448 103.91256924764117,1,Y,HDB
N12L,,BLK 662A TO 663C TAMPINES STREET 64,1.36907764007306 103.9342550106091,0,C,HDB
NBRM,,BLK 13 NORTH BRIDGE ROAD MSCP,1.3040036166780553 103.86301043995869,292,C,HDB
NT12,,BLK 662 TAMPINES STREET 64,1.3695448100391079 103.93347129119435,175,C,HDB
NT13,,BLK 660 TAMPINES STREET 64,1.3675437195823592 103.93410174872778,138,C,HDB
NT14,,BLK 665 TAMPINES STREET 64,1.3706364170099627 103.93599116999978,86,C,HDB
NT15,,BLK 960 TAMPINES STREET 96,1.3397415899755583 103.93717164978048,245,C,HDB
NT16,,BLK 963 TAMPINES STREET 96,1.3380147398750908 103.93863948613235,290,C,HDB
NT18,,BLK 968 TAMPINES STREET 96,1.3397714682950241 103.93939617816714,498,C,HDB
NT19,,BLK 971 TAMPINES STREET 96,1.3419618011931356 103.93795132647652,337,C,HDB
NT6L,,BLK 647 TAMPINES STREET 62,1.3680742271712607 103.94134824452134,4,C,HDB
NT7L,,BLK 646 TAMPINES STREET 62,1.3651149080107945 103.94264639424652,3,C,HDB
P34L,,PUNGGOL ROAD,1.4045253631316599 103.9074225119217,121,C,HDB
P35L,,PUNGGOL CENTRAL,1.4022418711555786 103.90762249223629,0,C,HDB
P40L,,BLK 740 TO 745 PASIR RIS STREET 71,1.3781012289748338 103.93593291083197,2,C,HDB
P71L,,BLK 684A & 684B EDGEDALE PLAINS,1.4030316354634882 103.91590261360979,2,C,HDB
P73L,,BLK 229A & 229B SUMANG LANE,1.4027378965730233 103.89194729925225,2,C,HDB
P76L,,BLK 327A SUMANG WALK,1.4123215469018011 103.89923959459004,6,C,HDB
P77L,,BLK 659 PUNGGOL EAST,1.4001120866047343 103.91929776382874,5,C,HDB
P88L,,BLK 430 NORTHSHORE DRIVE,1.4174557162672574 103.91087251352292,0,C,HDB
P89L,,BLK 437A NORTHSHORE DRIVE,1.419339313044906 103.91190496880968,4,C,HDB
PD8W,,BLK 883A WOODLANDS ST 82,1.443116440036191 103.79104630681425,270,C,HDB
PDC4,,BLK 475 CHOA CHU KANG AVENUE 3,1.3778877152212592 103.73874607750525,140,C,HDB
PDC5,,BLK 533A CHOA CHU KANG ST 51,1.3915752692518755 103.74337020617516,0,C,HDB
PDJ3,,BLK 399 YUNG SHENG ROAD,1.334715391426493 103.72041507700848,124,C,HDB
PDJ7,,BLK 762A JURONG WEST ST 75,1.348961590675155 103.69791006448122,243,C,HDB
PDL2,,681 PUNGGOL DR,1.4028669909860036 103.91309730699811,348,C,HDB
PDP4,,BLK 446A FAJAR ROAD,1.383767523115001 103.77137123961279,57,C,HDB
PDP5,,BLK 524A JELAPANG ROAD,1.385416093214906 103.76607212381202,43,C,HDB
PDQ5,,BLK 57 DAWSON RD,1.2926793297681494 103.81098242424288,64,C,HDB
PDR2,,BLK 258 PASIR RIS ST 21,1.3669259777385787 103.96455015442628,189,C,HDB
PDR6,,BLK 624A ELIAS ROAD,1.3779685792392176 103.94186638727076,234,C,HDB
PDR7,,BLK 734 PASIR RIS ST 72,1.379739506012914 103.93623612163685,55,C,HDB
PDS1,,BLK 118 RIVERVALE DR,1.38546999824871 103.90183385802831,75,C,HDB
PDT8,,BLK 866A TAMPINES ST 83,1.3553703676801379 103.93451077983568,0,C,HDB
PDW5,,BLK 548 WOODLANDS DR 44,1.4307681685247362 103.79414610222364,150,C,HDB
PDW7,,BLK 768 WOODLANDS AVE 6,1.4454622849402032 103.79806059150009,18,C,HDB
PDW8,,BLK 888A WOODLANDS DR 50,1.4381363820739348 103.79515144765375,349,C,HDB
PL10,,BLK 174 PUNGGOL FIELD,1.3966475918772838 103.9103061939582,268,C,HDB
PL11,,BLK 175 PUNGGOL FIELD,1.3981144127747276 103.90865055016073,299,C,HDB
PL12,,BLK 137 EDGEDALE PLAINS,1.392370666677798 103.90940612733532,411,C,HDB
PL14,,BLK 292 PUNGGOL CENTRAL,1.4023968774753353 103.905049450072,494,C,HDB
PL15,,BLK 171 EDGEDALE PLAINS,1.3948625188208799 103.91258495275936,174,C,HDB
PL16,,BLK 180 EDGEFIELD PLAINS,1.3986088573452027 103.90936832589149,74,C,HDB
PL17,,BLK 642 PUNGGOL DRIVE,1.3987172907077359 103.91638887397855,384,C,HDB
